date,count,museum,gallery,,,,
7/11/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/12/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/18/2015,14,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/19/2015,21,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/20/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/21/2015,29,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/22/2015,22,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/23/2015,50,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/24/2015,65,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/25/2015,54,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/26/2015,95,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/27/2015,59,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/28/2015,54,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/29/2015,116,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/30/2015,66,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
7/31/2015,33,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/1/2015,78,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/2/2015,29,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/3/2015,30,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/4/2015,36,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/5/2015,443,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/6/2015,49,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/7/2015,57,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/8/2015,42,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/9/2015,71,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/10/2015,75,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/11/2015,33,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/12/2015,34,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/13/2015,78,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/14/2015,73,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/15/2015,105,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/16/2015,44,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/17/2015,37,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/18/2015,78,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/19/2015,87,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/20/2015,54,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/21/2015,84,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/22/2015,58,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/23/2015,123,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/24/2015,103,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/25/2015,79,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/26/2015,66,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/27/2015,81,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/28/2015,38,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/29/2015,76,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/30/2015,106,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
8/31/2015,142,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/1/2015,69,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/2/2015,255,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/3/2015,29,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/4/2015,17,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/5/2015,65,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/6/2015,46,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/7/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/8/2015,22,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/9/2015,17,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/10/2015,17,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/11/2015,26,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/12/2015,99,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/13/2015,50,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/14/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/15/2015,26,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/16/2015,25,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/17/2015,16,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/18/2015,19,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/19/2015,61,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/20/2015,73,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/21/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/22/2015,46,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/23/2015,19,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/24/2015,18,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/25/2015,25,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/26/2015,76,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/27/2015,46,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/28/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/29/2015,16,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
9/30/2015,58,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/1/2014,13,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/2/2014,16,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/3/2014,91,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/4/2014,49,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/5/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/6/2015,27,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/7/2015,278,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/8/2015,78,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/9/2015,29,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/10/2015,139,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/11/2015,62,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/12/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/13/2015,34,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/14/2015,56,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/15/2015,70,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/16/2015,24,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/17/2015,111,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/18/2015,103,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/19/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/20/2015,69,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/21/2015,51,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/22/2015,52,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/23/2015,196,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/24/2015,234,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/25/2015,72,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/26/2015,73,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/27/2015,145,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/28/2015,576,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/29/2015,149,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/30/2015,135,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
10/31/2015,123,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
11/1/2015,133,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
11/23/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
11/24/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
11/25/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
11/26/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
11/27/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
11/28/2015,347,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
11/29/2015,380,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
11/30/2015,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/1/2015,95,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/2/2015,58,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/3/2015,98,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/4/2015,59,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/5/2015,273,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/6/2015,285,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/8/2015,95,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/9/2015,330,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/10/2015,50,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/11/2015,69,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/12/2015,265,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/13/2015,282,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/15/2015,64,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/16/2015,57,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/17/2015,88,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/18/2015,76,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/19/2015,212,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/20/2015,175,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/21/2015,162,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/22/2015,185,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/23/2015,123,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/24/2015,135,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/27/2015,545,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/28/2015,501,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/29/2015,436,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/30/2015,513,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
12/31/2015,349,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/1/2016,400,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/2/2016,738,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/3/2016,501,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/4/2016,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/5/2016,88,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/6/2016,352,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/7/2016,120,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/8/2016,134,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/9/2016,730,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/10/2016,634,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/11/2016,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/12/2016,85,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/13/2016,120,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/14/2016,74,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/15/2016,150,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/16/2016,635,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/17/2016,639,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/18/2016,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/19/2016,143,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/20/2016,118,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/21/2016,112,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/22/2016,116,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/23/2016,692,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/24/2016,529,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/25/2016,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/26/2016,108,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/27/2016,107,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/28/2016,97,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/29/2016,156,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/30/2016,675,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
1/31/2016,711,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/1/2016,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/2/2016,99,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/3/2016,560,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/4/2016,120,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/5/2016,122,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/6/2016,759,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/7/2016,661,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/8/2016,114,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/9/2016,193,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/10/2016,206,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/11/2016,189,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/12/2016,233,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/13/2016,751,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/14/2016,686,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/15/2016,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/16/2016,319,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/17/2016,314,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/18/2016,287,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/19/2016,310,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/20/2016,978,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/21/2016,632,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/22/2016,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/23/2016,112,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/24/2016,98,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/25/2016,114,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/26/2016,173,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/27/2016,624,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/28/2016,526,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
2/29/2016,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/1/2016,138,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/2/2016,121,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/3/2016,93,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/4/2016,126,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/5/2016,561,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/6/2016,604,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/7/2016,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/8/2016,82,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/9/2016,105,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/10/2016,94,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/11/2016,123,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/12/2016,523,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/13/2016,363,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/14/2016,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/15/2016,117,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/16/2016,102,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/17/2016,87,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/18/2016,121,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/19/2016,523,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/20/2016,389,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/21/2016,0,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/22/2016,115,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/23/2016,103,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/24/2016,173,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/25/2016,276,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/26/2016,651,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/27/2016,533,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/28/2016,581,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/29/2016,209,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/30/2016,205,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/31/2016,185,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
4/1/2016,200,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
4/2/2016,501,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
4/3/2016,446,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
4/4/2016,214,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
4/5/2016,202,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
4/6/2016,191,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
4/7/2016,323,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
4/8/2016,322,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
4/9/2016,662,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
4/10/2016,604,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/21/2016,381,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/22/2016,387,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/24/2016,151,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/25/2016,165,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/26/2016,154,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/27/2016,152,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/28/2016,555,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/29/2016,355,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/30/2016,147,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
3/31/2016,132,M-SHED,TEMPORARY EXHIBITION GALLERY,,,,
4/22/2016,199,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/23/2016,546,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/24/2016,348,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/25/2016,187,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/26/2016,170,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/27/2016,168,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/28/2016,262,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/29/2016,183,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/30/2016,454,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/1/2016,452,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/2/2016,575,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/3/2016,123,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/4/2016,111,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/5/2016,84,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/6/2016,121,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/7/2016,241,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/8/2016,130,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/9/2016,206,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/10/2016,179,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/11/2016,166,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/12/2016,111,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/13/2016,122,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/14/2016,102,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/15/2016,125,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/16/2016,134,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/17/2016,110,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/18/2016,123,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/19/2016,186,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/20/2016,142,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/21/2016,593,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/22/2016,323,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/23/2016,130,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/24/2016,114,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/25/2016,194,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/26/2016,106,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/27/2016,136,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/28/2016,305,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/29/2016,216,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/30/2016,248,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/31/2016,225,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/1/2016,341,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/2/2016,314,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/3/2016,275,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/4/2016,342,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/5/2016,161,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/6/2016,106,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/7/2016,104,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/8/2016,150,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/9/2016,92,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/10/2016,123,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/11/2016,352,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/12/2016,278,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/13/2016,159,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/14/2016,204,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/15/2016,176,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/16/2016,100,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/17/2016,204,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/18/2016,248,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/19/2016,319,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/20/2016,121,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/21/2016,121,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/22/2016,238,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/23/2016,209,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/24/2016,178,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/25/2016,388,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/26/2016,320,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/27/2016,176,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/28/2016,204,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/29/2016,387,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/30/2016,126,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/1/2016,244,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/2/2016,329,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/3/2016,168,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/4/2016,148,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/5/2016,228,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/6/2016,131,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/7/2016,230,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/8/2016,170,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/9/2016,273,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/10/2016,318,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/11/2016,233,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/12/2016,207,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/13/2016,230,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/14/2016,172,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/15/2016,194,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/16/2016,278,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/17/2016,287,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/21/2016,1385,BMAG,GALLERY 3,,,,
5/22/2016,657,BMAG,GALLERY 3,,,,
5/23/2016,113,BMAG,GALLERY 3,,,,
5/24/2016,180,BMAG,GALLERY 3,,,,
5/25/2016,317,BMAG,GALLERY 3,,,,
5/26/2016,271,BMAG,GALLERY 3,,,,
5/27/2016,223,BMAG,GALLERY 3,,,,
5/28/2016,883,BMAG,GALLERY 3,,,,
5/29/2016,235,BMAG,GALLERY 3,,,,
5/30/2016,298,BMAG,GALLERY 3,,,,
5/31/2016,395,BMAG,GALLERY 3,,,,
6/1/2016,666,BMAG,GALLERY 3,,,,
6/2/2016,244,BMAG,GALLERY 3,,,,
6/3/2016,264,BMAG,GALLERY 3,,,,
6/4/2016,430,BMAG,GALLERY 3,,,,
6/5/2016,191,BMAG,GALLERY 3,,,,
6/6/2016,159,BMAG,GALLERY 3,,,,
6/7/2016,255,BMAG,GALLERY 3,,,,
6/8/2016,334,BMAG,GALLERY 3,,,,
6/9/2016,309,BMAG,GALLERY 3,,,,
6/10/2016,255,BMAG,GALLERY 3,,,,
